student_id,name,major,gpa,country,interests,background,study_level
STU0508,Student 508,Computer Science,3.14,South Africa,"Legal Studies, Web Development, Medical Research",Background description for student 508,Masters
STU0509,Student 509,Education,3.34,Brazil,"Creative Arts, Education Technology, Medical Research",Background description for student 509,Masters
STU0510,Student 510,Business,3.36,Japan,"Creative Arts, AI, Web Development",Background description for student 510,Undergraduate
STU0511,Student 511,Medicine,3.79,India,"Education Technology, Data Analysis, Creative Arts",Background description for student 511,PhD
STU0512,Student 512,Computer Science,4.34,Japan,"Creative Arts, AI, Environmental Conservation",Background description for student 512,PhD
STU0513,Student 513,Computer Science,2.73,UK,"Legal Studies, Creative Arts, AI",Background description for student 513,PhD
STU0514,Student 514,Medicine,3.68,USA,"Environmental Conservation, Business Management, Machine Learning",Background description for student 514,PhD
STU0515,Student 515,Law,3.44,USA,"Environmental Conservation, Medical Research, Education Technology",Background description for student 515,PhD
STU0516,Student 516,Law,3.75,India,"Creative Arts, Legal Studies, Environmental Conservation",Background description for student 516,Masters
STU0517,Student 517,Arts,3.0,Germany,"Education Technology, Creative Arts, Environmental Conservation",Background description for student 517,Masters
STU0518,Student 518,Education,3.55,UK,"Data Analysis, Legal Studies, Education Technology",Background description for student 518,PhD
STU0519,Student 519,Data Science,3.3,Canada,"Business Management, AI, Environmental Conservation",Background description for student 519,Masters
STU0520,Student 520,Law,3.32,USA,"Machine Learning, Medical Research, Data Analysis",Background description for student 520,Masters
STU0521,Student 521,Environmental Science,3.52,India,"AI, Environmental Conservation, Legal Studies",Background description for student 521,Undergraduate
STU0522,Student 522,Arts,3.06,Germany,"AI, Web Development, Education Technology",Background description for student 522,Undergraduate
STU0523,Student 523,Engineering,3.45,Brazil,"Web Development, Creative Arts, Environmental Conservation",Background description for student 523,Masters
STU0524,Student 524,Engineering,3.35,UK,"Business Management, Education Technology, Web Development",Background description for student 524,Masters
STU0525,Student 525,Law,3.65,Japan,"AI, Web Development, Education Technology",Background description for student 525,Undergraduate
STU0526,Student 526,Medicine,3.24,USA,"Creative Arts, Business Management, Machine Learning",Background description for student 526,Masters
STU0527,Student 527,Data Science,3.01,UK,"Web Development, Business Management, Machine Learning",Background description for student 527,Undergraduate
STU0528,Student 528,Data Science,3.38,UK,"Data Analysis, Environmental Conservation, Legal Studies",Background description for student 528,Undergraduate
STU0529,Student 529,Law,3.59,Japan,"Legal Studies, Business Management, Web Development",Background description for student 529,Undergraduate
STU0530,Student 530,Law,3.57,UK,"Legal Studies, Medical Research, Creative Arts",Background description for student 530,Undergraduate
STU0531,Student 531,Arts,3.61,USA,"Environmental Conservation, Legal Studies, Education Technology",Background description for student 531,Masters
STU0532,Student 532,Engineering,2.78,UAE,"Creative Arts, Legal Studies, AI",Background description for student 532,PhD
STU0533,Student 533,Medicine,3.56,Germany,"Business Management, Environmental Conservation, Creative Arts",Background description for student 533,PhD
STU0534,Student 534,Environmental Science,3.44,UK,"Environmental Conservation, Creative Arts, Medical Research",Background description for student 534,Undergraduate
STU0535,Student 535,Engineering,3.15,India,"Business Management, Creative Arts, Web Development",Background description for student 535,PhD
STU0536,Student 536,Environmental Science,3.59,Japan,"Legal Studies, Machine Learning, Environmental Conservation",Background description for student 536,Masters
STU0537,Student 537,Law,3.62,Japan,"Machine Learning, Business Management, Education Technology",Background description for student 537,Masters
STU0538,Student 538,Computer Science,3.09,Australia,"Creative Arts, Web Development, Machine Learning",Background description for student 538,Masters
STU0539,Student 539,Medicine,4.43,USA,"Web Development, Creative Arts, Environmental Conservation",Background description for student 539,Masters
STU0540,Student 540,Business,2.92,India,"Medical Research, Machine Learning, Business Management",Background description for student 540,PhD
STU0541,Student 541,Business,3.04,Australia,"Machine Learning, Web Development, Legal Studies",Background description for student 541,Masters
STU0542,Student 542,Business,3.16,UAE,"Education Technology, Data Analysis, Business Management",Background description for student 542,Undergraduate
STU0543,Student 543,Engineering,2.54,Germany,"Machine Learning, Environmental Conservation, Medical Research",Background description for student 543,PhD
STU0544,Student 544,Business,3.52,USA,"Business Management, AI, Data Analysis",Background description for student 544,Undergraduate
STU0545,Student 545,Arts,3.67,Canada,"Creative Arts, Medical Research, Machine Learning",Background description for student 545,Undergraduate
STU0546,Student 546,Arts,3.77,USA,"Education Technology, Web Development, Legal Studies",Background description for student 546,PhD
STU0547,Student 547,Data Science,3.54,USA,"Machine Learning, Web Development, Creative Arts",Background description for student 547,Undergraduate
STU0548,Student 548,Engineering,3.37,India,"Machine Learning, Legal Studies, Environmental Conservation",Background description for student 548,Masters
STU0549,Student 549,Computer Science,2.88,Japan,"Environmental Conservation, Creative Arts, Business Management",Background description for student 549,Masters
STU0550,Student 550,Business,2.69,South Africa,"Education Technology, Legal Studies, AI",Background description for student 550,PhD
STU0551,Student 551,Environmental Science,3.54,Germany,"Creative Arts, Education Technology, Environmental Conservation",Background description for student 551,PhD
STU0552,Student 552,Engineering,2.62,Japan,"AI, Creative Arts, Machine Learning",Background description for student 552,Masters
STU0553,Student 553,Law,3.38,Japan,"Machine Learning, AI, Web Development",Background description for student 553,Undergraduate
STU0554,Student 554,Arts,3.52,UK,"AI, Business Management, Creative Arts",Background description for student 554,Undergraduate
STU0555,Student 555,Computer Science,3.35,Germany,"Creative Arts, Legal Studies, Web Development",Background description for student 555,PhD
STU0556,Student 556,Law,3.83,South Africa,"Legal Studies, Business Management, AI",Background description for student 556,Undergraduate
STU0557,Student 557,Law,3.74,Canada,"Machine Learning, Medical Research, Data Analysis",Background description for student 557,PhD
STU0558,Student 558,Data Science,2.54,Brazil,"Business Management, AI, Medical Research",Background description for student 558,Undergraduate
STU0559,Student 559,Medicine,2.98,Canada,"Business Management, Creative Arts, Medical Research",Background description for student 559,Undergraduate
STU0560,Student 560,Data Science,2.35,UK,"Machine Learning, Medical Research, Education Technology",Background description for student 560,Undergraduate
STU0561,Student 561,Environmental Science,3.4,UAE,"Data Analysis, Creative Arts, AI",Background description for student 561,PhD
STU0562,Student 562,Environmental Science,2.95,Japan,"Environmental Conservation, Machine Learning, Education Technology",Background description for student 562,Undergraduate
STU0563,Student 563,Data Science,3.58,USA,"Education Technology, Data Analysis, Medical Research",Background description for student 563,PhD
STU0564,Student 564,Environmental Science,3.37,Germany,"Web Development, Machine Learning, Data Analysis",Background description for student 564,Masters
STU0565,Student 565,Arts,2.72,India,"Education Technology, Creative Arts, Web Development",Background description for student 565,PhD
STU0566,Student 566,Education,3.26,Japan,"Medical Research, Web Development, Machine Learning",Background description for student 566,Masters
STU0567,Student 567,Education,3.27,Canada,"Legal Studies, Education Technology, Machine Learning",Background description for student 567,PhD
STU0568,Student 568,Environmental Science,3.25,UAE,"Education Technology, Legal Studies, Data Analysis",Background description for student 568,Undergraduate
STU0569,Student 569,Medicine,3.24,Australia,"Education Technology, Machine Learning, Legal Studies",Background description for student 569,Masters
STU0570,Student 570,Engineering,3.34,Brazil,"Data Analysis, Legal Studies, Education Technology",Background description for student 570,Masters
STU0571,Student 571,Data Science,3.74,Japan,"AI, Web Development, Business Management",Background description for student 571,Masters
STU0572,Student 572,Engineering,4.02,India,"Legal Studies, Medical Research, Data Analysis",Background description for student 572,Masters
STU0573,Student 573,Business,3.74,Germany,"Web Development, Business Management, Machine Learning",Background description for student 573,Masters
STU0574,Student 574,Education,1.9,India,"Creative Arts, AI, Legal Studies",Background description for student 574,Undergraduate
STU0575,Student 575,Computer Science,2.95,Germany,"AI, Web Development, Creative Arts",Background description for student 575,PhD
STU0576,Student 576,Law,3.25,Germany,"Legal Studies, Creative Arts, Medical Research",Background description for student 576,Masters
STU0577,Student 577,Business,3.53,USA,"Medical Research, AI, Machine Learning",Background description for student 577,Undergraduate
STU0578,Student 578,Data Science,2.62,Germany,"Legal Studies, Machine Learning, Data Analysis",Background description for student 578,Undergraduate
STU0579,Student 579,Arts,3.46,Brazil,"Education Technology, Medical Research, Legal Studies",Background description for student 579,Undergraduate
STU0580,Student 580,Engineering,3.87,USA,"AI, Legal Studies, Web Development",Background description for student 580,Undergraduate
STU0581,Student 581,Education,3.47,Canada,"Legal Studies, Data Analysis, Creative Arts",Background description for student 581,Masters
STU0582,Student 582,Law,3.2,Germany,"Machine Learning, Creative Arts, Education Technology",Background description for student 582,Masters
STU0583,Student 583,Arts,3.23,Australia,"Machine Learning, Environmental Conservation, Legal Studies",Background description for student 583,Undergraduate
STU0584,Student 584,Law,3.18,Germany,"AI, Legal Studies, Environmental Conservation",Background description for student 584,PhD
STU0585,Student 585,Data Science,2.25,Brazil,"AI, Web Development, Data Analysis",Background description for student 585,PhD
STU0586,Student 586,Data Science,3.24,Australia,"Legal Studies, Creative Arts, Web Development",Background description for student 586,Masters
STU0587,Student 587,Environmental Science,2.55,USA,"Education Technology, Legal Studies, Machine Learning",Background description for student 587,PhD
STU0588,Student 588,Law,3.11,Germany,"Web Development, Environmental Conservation, Creative Arts",Background description for student 588,Undergraduate
STU0589,Student 589,Data Science,3.42,India,"Creative Arts, Legal Studies, Medical Research",Background description for student 589,Undergraduate
STU0590,Student 590,Arts,2.74,Australia,"Environmental Conservation, Data Analysis, Web Development",Background description for student 590,Undergraduate
STU0591,Student 591,Computer Science,2.71,UAE,"Education Technology, Business Management, Medical Research",Background description for student 591,Masters
STU0592,Student 592,Environmental Science,2.31,India,"Education Technology, AI, Legal Studies",Background description for student 592,Masters
STU0593,Student 593,Computer Science,3.57,South Africa,"Legal Studies, Environmental Conservation, Machine Learning",Background description for student 593,Masters
STU0594,Student 594,Medicine,2.95,UAE,"Machine Learning, Web Development, Legal Studies",Background description for student 594,Undergraduate
STU0595,Student 595,Computer Science,3.14,Australia,"Medical Research, Machine Learning, Environmental Conservation",Background description for student 595,Undergraduate
STU0596,Student 596,Medicine,3.47,Australia,"Data Analysis, Legal Studies, Business Management",Background description for student 596,PhD
STU0597,Student 597,Medicine,3.56,Canada,"Medical Research, Data Analysis, Creative Arts",Background description for student 597,Masters
STU0598,Student 598,Computer Science,3.85,Brazil,"Data Analysis, Medical Research, Web Development",Background description for student 598,PhD
STU0599,Student 599,Computer Science,3.71,Australia,"Business Management, Machine Learning, Web Development",Background description for student 599,PhD
STU0600,Student 600,Engineering,3.33,Australia,"Business Management, Education Technology, Machine Learning",Background description for student 600,Undergraduate
STU0601,Student 601,Engineering,3.0,Canada,"Machine Learning, Legal Studies, Business Management",Background description for student 601,Masters
STU0602,Student 602,Engineering,2.89,Japan,"Education Technology, Legal Studies, Environmental Conservation",Background description for student 602,PhD
STU0603,Student 603,Arts,3.25,Japan,"Machine Learning, Education Technology, Environmental Conservation",Background description for student 603,Undergraduate
STU0604,Student 604,Medicine,3.6,Canada,"Legal Studies, Environmental Conservation, Creative Arts",Background description for student 604,Undergraduate
STU0605,Student 605,Medicine,2.36,India,"Machine Learning, Business Management, Data Analysis",Background description for student 605,PhD
STU0606,Student 606,Environmental Science,3.24,India,"Creative Arts, Machine Learning, AI",Background description for student 606,Masters
STU0607,Student 607,Environmental Science,3.39,Canada,"Education Technology, Web Development, AI",Background description for student 607,Undergraduate
STU0608,Student 608,Law,2.79,USA,"Legal Studies, Web Development, Medical Research",Background description for student 608,PhD
STU0609,Student 609,Engineering,2.22,UK,"Web Development, Education Technology, Legal Studies",Background description for student 609,Undergraduate
STU0610,Student 610,Law,2.62,Australia,"Environmental Conservation, Machine Learning, Legal Studies",Background description for student 610,PhD
STU0611,Student 611,Law,2.35,UK,"Environmental Conservation, Legal Studies, AI",Background description for student 611,PhD
STU0612,Student 612,Education,2.86,Brazil,"Environmental Conservation, Web Development, Education Technology",Background description for student 612,Masters
STU0613,Student 613,Engineering,2.49,Germany,"Education Technology, Medical Research, Legal Studies",Background description for student 613,PhD
STU0614,Student 614,Computer Science,2.9,Canada,"AI, Data Analysis, Business Management",Background description for student 614,PhD
STU0615,Student 615,Education,2.9,Canada,"Environmental Conservation, Web Development, Business Management",Background description for student 615,Masters
STU0616,Student 616,Computer Science,2.95,Brazil,"Medical Research, Machine Learning, Web Development",Background description for student 616,Masters
STU0617,Student 617,Data Science,4.44,Brazil,"AI, Data Analysis, Business Management",Background description for student 617,PhD
STU0618,Student 618,Data Science,3.08,Australia,"Legal Studies, Environmental Conservation, Education Technology",Background description for student 618,Masters
STU0619,Student 619,Arts,2.93,Canada,"Business Management, Legal Studies, Medical Research",Background description for student 619,Masters
STU0620,Student 620,Environmental Science,2.98,Germany,"Environmental Conservation, Data Analysis, AI",Background description for student 620,PhD
STU0621,Student 621,Computer Science,2.27,UK,"Web Development, Legal Studies, AI",Background description for student 621,PhD
STU0622,Student 622,Arts,3.48,Germany,"Environmental Conservation, Medical Research, Education Technology",Background description for student 622,Undergraduate
STU0623,Student 623,Business,2.9,Australia,"AI, Legal Studies, Education Technology",Background description for student 623,PhD
STU0624,Student 624,Arts,3.43,South Africa,"Creative Arts, Education Technology, Data Analysis",Background description for student 624,PhD
STU0625,Student 625,Engineering,3.97,South Africa,"Environmental Conservation, Data Analysis, Business Management",Background description for student 625,Undergraduate
STU0626,Student 626,Medicine,3.79,USA,"Web Development, Business Management, Creative Arts",Background description for student 626,Masters
STU0627,Student 627,Arts,2.18,USA,"Data Analysis, Business Management, AI",Background description for student 627,Masters
STU0628,Student 628,Computer Science,3.65,UK,"Creative Arts, Medical Research, Web Development",Background description for student 628,Masters
STU0629,Student 629,Data Science,2.5,UAE,"Web Development, Creative Arts, Legal Studies",Background description for student 629,Masters
STU0630,Student 630,Medicine,3.54,Australia,"Medical Research, Web Development, Machine Learning",Background description for student 630,PhD
STU0631,Student 631,Medicine,3.0,Japan,"Data Analysis, Machine Learning, AI",Background description for student 631,Undergraduate
STU0632,Student 632,Engineering,3.19,South Africa,"Machine Learning, Web Development, Medical Research",Background description for student 632,Undergraduate
STU0633,Student 633,Law,2.89,Australia,"Web Development, Machine Learning, Environmental Conservation",Background description for student 633,Undergraduate
STU0634,Student 634,Business,2.85,Brazil,"Education Technology, Environmental Conservation, Machine Learning",Background description for student 634,PhD
STU0635,Student 635,Medicine,2.98,Germany,"Business Management, Education Technology, Web Development",Background description for student 635,Masters
STU0636,Student 636,Business,1.9,UAE,"Data Analysis, Machine Learning, Web Development",Background description for student 636,Undergraduate
STU0637,Student 637,Business,3.64,Australia,"Machine Learning, Medical Research, AI",Background description for student 637,PhD
STU0638,Student 638,Engineering,2.58,Germany,"Education Technology, Creative Arts, AI",Background description for student 638,PhD
STU0639,Student 639,Engineering,3.21,Japan,"Legal Studies, Education Technology, Data Analysis",Background description for student 639,Masters
STU0640,Student 640,Computer Science,2.4,Canada,"Data Analysis, Web Development, Business Management",Background description for student 640,Undergraduate
STU0641,Student 641,Engineering,3.1,UK,"Data Analysis, Medical Research, Machine Learning",Background description for student 641,Undergraduate
STU0642,Student 642,Environmental Science,3.32,Germany,"Environmental Conservation, AI, Machine Learning",Background description for student 642,Masters
STU0643,Student 643,Business,2.91,UK,"Environmental Conservation, Data Analysis, Creative Arts",Background description for student 643,Undergraduate
STU0644,Student 644,Arts,3.55,Japan,"Medical Research, Legal Studies, Business Management",Background description for student 644,PhD
STU0645,Student 645,Engineering,3.57,Australia,"Legal Studies, Medical Research, Web Development",Background description for student 645,Masters
STU0646,Student 646,Arts,2.54,USA,"Environmental Conservation, Medical Research, AI",Background description for student 646,PhD
STU0647,Student 647,Engineering,3.68,Brazil,"Creative Arts, Environmental Conservation, Web Development",Background description for student 647,Undergraduate
STU0648,Student 648,Engineering,3.46,Japan,"Machine Learning, Education Technology, Legal Studies",Background description for student 648,PhD
STU0649,Student 649,Arts,2.74,South Africa,"Data Analysis, Business Management, Medical Research",Background description for student 649,Undergraduate
STU0650,Student 650,Computer Science,3.67,Brazil,"Machine Learning, Creative Arts, Medical Research",Background description for student 650,Masters
STU0651,Student 651,Environmental Science,2.46,Germany,"Education Technology, Legal Studies, Web Development",Background description for student 651,Undergraduate
STU0652,Student 652,Education,3.16,UK,"Education Technology, Environmental Conservation, Legal Studies",Background description for student 652,Masters
STU0653,Student 653,Engineering,2.35,Canada,"Environmental Conservation, Data Analysis, Web Development",Background description for student 653,PhD
STU0654,Student 654,Engineering,3.22,UAE,"Legal Studies, AI, Medical Research",Background description for student 654,PhD
STU0655,Student 655,Medicine,2.92,Australia,"Environmental Conservation, Machine Learning, Legal Studies",Background description for student 655,PhD
STU0656,Student 656,Computer Science,2.25,Canada,"Machine Learning, Medical Research, AI",Background description for student 656,PhD
STU0657,Student 657,Business,2.72,Australia,"Web Development, Environmental Conservation, Machine Learning",Background description for student 657,Masters
STU0658,Student 658,Engineering,3.3,UK,"Creative Arts, Education Technology, Data Analysis",Background description for student 658,Undergraduate
STU0659,Student 659,Computer Science,3.59,Japan,"Environmental Conservation, Web Development, Education Technology",Background description for student 659,PhD
STU0660,Student 660,Environmental Science,3.09,India,"Business Management, AI, Education Technology",Background description for student 660,Masters
STU0661,Student 661,Medicine,3.18,South Africa,"Machine Learning, Environmental Conservation, Education Technology",Background description for student 661,Masters
STU0662,Student 662,Arts,2.51,UK,"Legal Studies, Web Development, Data Analysis",Background description for student 662,PhD
STU0663,Student 663,Business,3.54,Canada,"Medical Research, AI, Business Management",Background description for student 663,Undergraduate
STU0664,Student 664,Education,4.18,Brazil,"Education Technology, Medical Research, Data Analysis",Background description for student 664,Masters
STU0665,Student 665,Computer Science,3.37,UAE,"Business Management, Machine Learning, Environmental Conservation",Background description for student 665,Masters
STU0666,Student 666,Medicine,3.57,Germany,"AI, Education Technology, Environmental Conservation",Background description for student 666,Masters
STU0667,Student 667,Education,3.53,UK,"AI, Creative Arts, Machine Learning",Background description for student 667,PhD
STU0668,Student 668,Arts,4.4,USA,"Education Technology, AI, Medical Research",Background description for student 668,Masters
STU0669,Student 669,Law,3.24,India,"AI, Machine Learning, Web Development",Background description for student 669,Undergraduate
STU0670,Student 670,Law,3.35,UK,"Education Technology, Data Analysis, Environmental Conservation",Background description for student 670,Masters
STU0671,Student 671,Engineering,3.33,UK,"AI, Business Management, Creative Arts",Background description for student 671,Masters
STU0672,Student 672,Arts,3.54,Australia,"Data Analysis, AI, Legal Studies",Background description for student 672,Masters
STU0673,Student 673,Environmental Science,3.26,Canada,"Environmental Conservation, AI, Legal Studies",Background description for student 673,PhD
STU0674,Student 674,Computer Science,3.31,Brazil,"Medical Research, Data Analysis, Machine Learning",Background description for student 674,PhD
STU0675,Student 675,Environmental Science,2.87,South Africa,"Business Management, Legal Studies, Creative Arts",Background description for student 675,Masters
STU0676,Student 676,Business,2.29,Brazil,"Machine Learning, Creative Arts, Web Development",Background description for student 676,PhD
STU0677,Student 677,Environmental Science,3.44,Japan,"Machine Learning, Creative Arts, AI",Background description for student 677,PhD
STU0678,Student 678,Data Science,4.0,South Africa,"Legal Studies, Web Development, AI",Background description for student 678,Undergraduate
STU0679,Student 679,Education,3.44,Brazil,"Web Development, Business Management, Creative Arts",Background description for student 679,Undergraduate
STU0680,Student 680,Arts,2.88,UAE,"Web Development, Medical Research, Creative Arts",Background description for student 680,Masters
STU0681,Student 681,Arts,2.79,Canada,"Medical Research, Environmental Conservation, AI",Background description for student 681,Masters
STU0682,Student 682,Computer Science,2.69,Germany,"Medical Research, Data Analysis, Education Technology",Background description for student 682,Masters
STU0683,Student 683,Computer Science,3.41,UK,"Machine Learning, Data Analysis, Business Management",Background description for student 683,Masters
STU0684,Student 684,Data Science,2.35,Australia,"Machine Learning, Creative Arts, Business Management",Background description for student 684,PhD
STU0685,Student 685,Medicine,2.79,USA,"Creative Arts, Education Technology, Web Development",Background description for student 685,Undergraduate
STU0686,Student 686,Medicine,3.38,Australia,"Machine Learning, Web Development, Education Technology",Background description for student 686,Undergraduate
STU0687,Student 687,Engineering,3.37,Germany,"Creative Arts, Legal Studies, Business Management",Background description for student 687,PhD
STU0688,Student 688,Medicine,2.4,UK,"Education Technology, AI, Machine Learning",Background description for student 688,Masters
STU0689,Student 689,Data Science,2.49,UAE,"Data Analysis, Environmental Conservation, Web Development",Background description for student 689,Masters
STU0690,Student 690,Data Science,3.21,India,"Environmental Conservation, Machine Learning, Medical Research",Background description for student 690,Masters
STU0691,Student 691,Engineering,3.98,UAE,"Education Technology, Medical Research, Machine Learning",Background description for student 691,Undergraduate
STU0692,Student 692,Business,3.21,South Africa,"Machine Learning, Legal Studies, Business Management",Background description for student 692,Undergraduate
STU0693,Student 693,Law,3.09,Germany,"AI, Legal Studies, Business Management",Background description for student 693,Masters
STU0694,Student 694,Data Science,2.94,Canada,"Creative Arts, Environmental Conservation, Web Development",Background description for student 694,Undergraduate
STU0695,Student 695,Medicine,3.35,South Africa,"Data Analysis, Environmental Conservation, Web Development",Background description for student 695,Masters
STU0696,Student 696,Medicine,3.51,USA,"Creative Arts, Business Management, Education Technology",Background description for student 696,Masters
STU0697,Student 697,Data Science,3.43,Australia,"Medical Research, Creative Arts, AI",Background description for student 697,Masters
STU0698,Student 698,Engineering,2.93,UAE,"Data Analysis, Machine Learning, Business Management",Background description for student 698,Masters
STU0699,Student 699,Education,2.86,India,"Machine Learning, Business Management, Education Technology",Background description for student 699,Masters
STU0700,Student 700,Business,2.59,India,"Environmental Conservation, Web Development, Medical Research",Background description for student 700,PhD
STU0701,Student 701,Business,3.3,Australia,"Data Analysis, Environmental Conservation, Creative Arts",Background description for student 701,Undergraduate
STU0702,Student 702,Arts,3.37,Brazil,"Web Development, Machine Learning, Creative Arts",Background description for student 702,PhD
STU0703,Student 703,Medicine,3.0,Canada,"Creative Arts, Education Technology, Legal Studies",Background description for student 703,Undergraduate
STU0704,Student 704,Education,3.33,USA,"Medical Research, Legal Studies, Machine Learning",Background description for student 704,PhD
STU0705,Student 705,Education,3.42,Canada,"Medical Research, AI, Education Technology",Background description for student 705,Masters
STU0706,Student 706,Medicine,3.38,Germany,"Legal Studies, Education Technology, Medical Research",Background description for student 706,Undergraduate
STU0707,Student 707,Computer Science,3.1,Japan,"Business Management, Legal Studies, Web Development",Background description for student 707,Masters
STU0708,Student 708,Environmental Science,3.31,UAE,"Environmental Conservation, Legal Studies, Medical Research",Background description for student 708,Masters
STU0709,Student 709,Arts,2.72,Brazil,"Web Development, Environmental Conservation, Data Analysis",Background description for student 709,Undergraduate
STU0710,Student 710,Computer Science,3.39,UAE,"Education Technology, Environmental Conservation, Web Development",Background description for student 710,Masters
STU0711,Student 711,Law,3.64,UK,"Business Management, Legal Studies, Web Development",Background description for student 711,Masters
STU0712,Student 712,Computer Science,2.77,Brazil,"Education Technology, AI, Creative Arts",Background description for student 712,Undergraduate
STU0713,Student 713,Environmental Science,2.78,Japan,"Machine Learning, Legal Studies, Creative Arts",Background description for student 713,Masters
STU0714,Student 714,Law,2.97,Australia,"Medical Research, Environmental Conservation, AI",Background description for student 714,PhD
STU0715,Student 715,Medicine,2.72,Germany,"Web Development, Legal Studies, Machine Learning",Background description for student 715,PhD
STU0716,Student 716,Data Science,4.52,UAE,"Web Development, Creative Arts, Education Technology",Background description for student 716,Masters
STU0717,Student 717,Medicine,4.37,UAE,"Business Management, Environmental Conservation, Machine Learning",Background description for student 717,Undergraduate
STU0718,Student 718,Medicine,2.98,Germany,"Creative Arts, AI, Business Management",Background description for student 718,PhD
STU0719,Student 719,Arts,3.13,Germany,"Environmental Conservation, Creative Arts, Web Development",Background description for student 719,PhD
STU0720,Student 720,Law,3.83,Australia,"Medical Research, AI, Creative Arts",Background description for student 720,Masters
STU0721,Student 721,Business,3.32,UK,"Business Management, Machine Learning, Web Development",Background description for student 721,PhD
STU0722,Student 722,Business,3.66,Australia,"Data Analysis, Business Management, Environmental Conservation",Background description for student 722,Undergraduate
STU0723,Student 723,Engineering,3.04,UAE,"Environmental Conservation, Business Management, Medical Research",Background description for student 723,Masters
STU0724,Student 724,Medicine,3.8,UK,"AI, Environmental Conservation, Business Management",Background description for student 724,PhD
STU0725,Student 725,Business,2.73,Japan,"Medical Research, Web Development, Machine Learning",Background description for student 725,PhD
STU0726,Student 726,Data Science,2.88,USA,"Environmental Conservation, Web Development, Legal Studies",Background description for student 726,Undergraduate
STU0727,Student 727,Education,2.66,Brazil,"Machine Learning, Creative Arts, Environmental Conservation",Background description for student 727,Masters
STU0728,Student 728,Engineering,3.02,UK,"Web Development, Education Technology, Machine Learning",Background description for student 728,Undergraduate
STU0729,Student 729,Arts,2.97,South Africa,"Creative Arts, Environmental Conservation, Medical Research",Background description for student 729,Undergraduate
STU0730,Student 730,Law,3.88,Germany,"Creative Arts, Education Technology, Data Analysis",Background description for student 730,Undergraduate
STU0731,Student 731,Law,2.94,South Africa,"Legal Studies, Medical Research, Data Analysis",Background description for student 731,PhD
STU0732,Student 732,Data Science,3.76,Canada,"Business Management, Education Technology, AI",Background description for student 732,PhD
STU0733,Student 733,Environmental Science,2.77,India,"Environmental Conservation, Education Technology, Creative Arts",Background description for student 733,PhD
STU0734,Student 734,Medicine,1.97,UAE,"Education Technology, Medical Research, AI",Background description for student 734,PhD
STU0735,Student 735,Data Science,2.45,UAE,"Creative Arts, Medical Research, Legal Studies",Background description for student 735,Masters
STU0736,Student 736,Law,3.94,South Africa,"Creative Arts, Environmental Conservation, Web Development",Background description for student 736,Masters
STU0737,Student 737,Data Science,2.83,Germany,"Environmental Conservation, AI, Medical Research",Background description for student 737,Undergraduate
STU0738,Student 738,Education,3.48,Canada,"Machine Learning, Education Technology, Medical Research",Background description for student 738,PhD
STU0739,Student 739,Education,3.75,India,"Education Technology, Environmental Conservation, Data Analysis",Background description for student 739,Undergraduate
STU0740,Student 740,Law,3.55,USA,"Education Technology, Business Management, Creative Arts",Background description for student 740,Masters
STU0741,Student 741,Data Science,2.25,Brazil,"Creative Arts, AI, Machine Learning",Background description for student 741,PhD
STU0742,Student 742,Arts,3.94,USA,"Medical Research, AI, Creative Arts",Background description for student 742,Masters
STU0743,Student 743,Education,2.73,Brazil,"Data Analysis, Web Development, Creative Arts",Background description for student 743,Masters
STU0744,Student 744,Computer Science,2.35,UK,"Business Management, Environmental Conservation, Web Development",Background description for student 744,Masters
STU0745,Student 745,Education,3.67,UK,"Creative Arts, AI, Web Development",Background description for student 745,Masters
STU0746,Student 746,Education,3.28,Canada,"Medical Research, Business Management, Creative Arts",Background description for student 746,Masters
STU0747,Student 747,Data Science,2.52,USA,"Creative Arts, Environmental Conservation, Education Technology",Background description for student 747,Undergraduate
STU0748,Student 748,Education,2.87,UK,"Environmental Conservation, Business Management, Web Development",Background description for student 748,PhD
STU0749,Student 749,Environmental Science,3.3,Brazil,"Business Management, Machine Learning, Creative Arts",Background description for student 749,PhD
STU0750,Student 750,Medicine,3.46,UAE,"Web Development, Creative Arts, Legal Studies",Background description for student 750,Undergraduate
STU0751,Student 751,Education,2.91,Germany,"Education Technology, Medical Research, AI",Background description for student 751,Masters
STU0752,Student 752,Medicine,3.37,Japan,"Environmental Conservation, Medical Research, Data Analysis",Background description for student 752,Undergraduate
STU0753,Student 753,Business,3.07,UAE,"Business Management, Data Analysis, Environmental Conservation",Background description for student 753,Undergraduate
STU0754,Student 754,Medicine,3.19,South Africa,"Education Technology, Environmental Conservation, AI",Background description for student 754,Undergraduate
STU0755,Student 755,Engineering,3.24,UAE,"Data Analysis, Legal Studies, Environmental Conservation",Background description for student 755,Masters
STU0756,Student 756,Arts,2.64,Canada,"Education Technology, Environmental Conservation, Web Development",Background description for student 756,Undergraduate
STU0757,Student 757,Education,3.71,Japan,"Machine Learning, Data Analysis, Education Technology",Background description for student 757,Masters
STU0758,Student 758,Environmental Science,3.73,Canada,"Data Analysis, Legal Studies, Machine Learning",Background description for student 758,Masters
STU0759,Student 759,Data Science,2.63,Brazil,"Education Technology, Data Analysis, Legal Studies",Background description for student 759,PhD
STU0760,Student 760,Business,3.07,Germany,"Data Analysis, Education Technology, Creative Arts",Background description for student 760,Undergraduate
